episode,tick,virality,reward
31,99,0.0,1.5
31,100,0.0,1.5
32,1,0.15,0.0
32,2,0.15,1.0
32,3,0.19,0.7415
32,4,0.2,0.7333
32,5,0.21,0.0
32,6,0.2,1.0
32,7,0.13,1.0
32,8,0.12,1.0
32,9,0.09,1.4569
32,10,0.06,1.5136
32,11,0.04,1.5098
32,12,0.01,1.0
32,13,0.01,1.0
32,14,0.01,1.0
32,15,0.01,1.0
32,16,0.0,1.0
32,17,0.0,1.0
32,18,0.0,1.0
32,19,0.0,1.0
32,20,0.0,1.0
32,21,0.0,1.0
32,22,0.0,1.5
32,23,0.0,1.5
32,24,0.0,1.0
32,25,0.0,1.0
32,26,0.0,1.0
32,27,0.0,1.0
32,28,0.0,1.5
32,29,0.0,1.5
32,30,0.0,1.5
32,31,0.0,1.5
32,32,0.0,1.0
32,33,0.0,1.0
32,34,0.0,1.5
32,35,0.0,1.0
32,36,0.0,1.5
32,37,0.0,1.0
32,38,0.0,1.5
32,39,0.0,1.0
32,40,0.0,1.5
32,41,0.0,1.5
32,42,0.0,1.0
32,43,0.0,1.5
32,44,0.0,1.5
32,45,0.0,1.5
32,46,0.0,1.5
32,47,0.0,1.0
32,48,0.0,1.0
32,49,0.0,1.5
32,50,0.0,1.0
32,51,0.0,1.0
32,52,0.0,1.5
32,53,0.0,1.0
32,54,0.0,1.0
32,55,0.0,1.0
32,56,0.0,1.0
32,57,0.0,1.0
32,58,0.0,1.5
32,59,0.0,1.0
32,60,0.0,1.5
32,61,0.0,1.0
32,62,0.0,1.5
32,63,0.0,1.0
32,64,0.0,1.5
32,65,0.0,1.0
32,66,0.0,1.5
32,67,0.0,1.5
32,68,0.0,1.0
32,69,0.0,1.0
32,70,0.0,1.0
32,71,0.0,1.0
32,72,0.0,1.5
32,73,0.0,1.5
32,74,0.0,1.0
32,75,0.0,1.5
32,76,0.0,1.5
32,77,0.0,1.5
32,78,0.0,1.0
32,79,0.0,1.5
32,80,0.0,1.5
32,81,0.0,1.0
32,82,0.0,1.5
32,83,0.0,1.0
32,84,0.0,1.5
32,85,0.0,1.5
32,86,0.0,1.5
32,87,0.0,1.0
32,88,0.0,1.5
32,89,0.0,1.5
32,90,0.0,1.0
32,91,0.0,1.0
32,92,0.0,1.0
32,93,0.0,1.0
32,94,0.0,1.0
32,95,0.0,1.5
32,96,0.0,1.0
32,97,0.0,1.5
32,98,0.0,1.0
32,99,0.0,1.0
32,100,0.0,1.0
33,1,0.17,0.0
33,2,0.17,1.0
33,3,0.38,0.6584
33,4,0.38,1.0
33,5,0.45,1.0
33,6,0.45,1.1525
33,7,0.49,0.0
33,8,0.5,0.646
33,9,0.52,0.0
33,10,0.52,1.0
33,11,0.52,0.0
33,12,0.52,1.128
33,13,0.53,0.0
33,14,0.54,0.617
33,15,0.55,0.61
33,16,0.59,0.607
33,17,0.6,0.0
33,18,0.6,0.0
33,19,0.6,1.0
33,20,0.61,0.0
33,21,0.62,0.0
33,22,0.64,0.574
33,23,0.64,0.0
33,24,0.66,0.5615
33,25,0.66,0.0
33,26,0.66,0.0
33,27,0.68,0.543
33,28,0.7,0.4845
33,29,0.72,0.0
33,30,0.72,0.9625
33,31,0.76,0.0
33,32,0.76,1.0
33,33,0.76,0.0
33,34,0.8,0.0
33,35,0.82,0.0
33,36,0.87,0.3165
33,37,0.87,0.0
33,38,0.9,0.0
33,39,0.9,0.0
33,40,0.9,0.7915
33,41,0.9,1.0
33,42,0.9,1.0
33,43,0.94,0.0
33,44,0.94,0.0
33,45,0.94,0.7855
33,46,0.94,1.0
33,47,0.94,1.0
33,48,0.94,1.0
33,49,0.94,0.0
33,50,0.95,0.0
33,51,0.95,1.0
33,52,0.95,0.0
33,53,0.95,1.0
33,54,0.95,0.0
33,55,0.95,0.7815
33,56,0.95,0.0
33,57,0.95,0.778
33,58,0.95,0.0
33,59,0.95,1.0
33,60,0.95,0.0
33,61,0.95,0.0
33,62,0.95,1.0
33,63,0.95,0.0
33,64,0.95,0.0
33,65,0.95,1.0
33,66,0.95,0.0
33,67,0.95,0.0
33,68,0.95,0.0
33,69,0.95,0.7805
33,70,0.95,1.0
33,71,0.95,1.0
33,72,0.95,0.0
33,73,0.95,1.0
33,74,0.95,0.781
33,75,0.95,0.0
33,76,0.95,0.0
33,77,0.95,1.0
33,78,0.95,1.0
33,79,0.95,0.0
33,80,0.95,1.0
33,81,0.95,1.0
33,82,0.95,0.0
33,83,0.95,0.0
33,84,0.95,1.0
33,85,0.95,1.0
33,86,0.95,1.0
33,87,0.95,1.0
33,88,0.95,0.0
33,89,0.95,1.0
33,90,0.95,1.0
33,91,0.95,1.0
33,92,0.95,0.0
33,93,0.95,0.778
33,94,0.95,0.0
33,95,0.95,1.0
33,96,0.95,0.0
33,97,0.95,0.0
33,98,0.95,1.0
33,99,0.95,1.0
33,100,0.95,1.0
34,1,0.17,0.0
34,2,0.17,1.1128
34,3,0.46,0.5989
34,4,0.47,0.0
34,5,0.69,0.44
34,6,0.69,1.0
34,7,0.77,0.3461
34,8,0.8,0.0
34,9,0.81,0.3226
34,10,0.82,0.3131
34,11,0.84,0.3066
34,12,0.87,0.0
34,13,0.9,0.0
34,14,0.91,0.0
34,15,0.92,0.2875
34,16,0.93,0.2855
34,17,0.93,1.0
34,18,0.93,0.783
34,19,0.95,0.0
34,20,0.95,1.0
34,21,0.95,0.0
34,22,0.95,0.0
34,23,0.95,0.7775
34,24,0.95,0.7815
34,25,0.95,1.0
34,26,0.95,1.0
34,27,0.95,0.0
34,28,0.95,0.0
34,29,0.95,0.78
34,30,0.95,1.0
34,31,0.95,1.0
34,32,0.95,0.0
34,33,0.95,0.7795
34,34,0.95,0.779
34,35,0.95,0.0
34,36,0.95,0.0
34,37,0.95,0.0
34,38,0.95,1.0
34,39,0.95,0.0
34,40,0.95,0.7815
34,41,0.95,1.0
34,42,0.95,0.0
34,43,0.95,0.0
34,44,0.95,1.0
34,45,0.95,1.0
34,46,0.95,1.0
34,47,0.95,0.7785
34,48,0.95,0.0
34,49,0.95,0.7785
34,50,0.95,0.0
34,51,0.95,0.781
34,52,0.95,1.0
34,53,0.95,1.0
34,54,0.95,0.781
34,55,0.95,0.781
34,56,0.95,1.0
34,57,0.95,1.0
34,58,0.95,0.7815
34,59,0.95,1.0
34,60,0.95,0.781
34,61,0.95,0.0
34,62,0.95,0.7795
34,63,0.95,1.0
34,64,0.95,0.783
34,65,0.95,1.0
34,66,0.95,0.0
34,67,0.95,1.0
34,68,0.95,1.0
34,69,0.95,1.0
34,70,0.95,1.0
34,71,0.95,1.0
34,72,0.95,0.0
34,73,0.95,0.0
34,74,0.95,0.7805
34,75,0.95,1.0
34,76,0.95,1.0
34,77,0.95,0.0
34,78,0.95,1.0
34,79,0.95,1.0
34,80,0.95,0.7815
34,81,0.95,0.7815
34,82,0.95,0.0
34,83,0.95,0.0
34,84,0.95,1.0
34,85,0.95,1.0
34,86,0.95,1.0
34,87,0.95,0.0
34,88,0.95,1.0
34,89,0.95,0.0
34,90,0.95,0.0
34,91,0.95,0.781
34,92,0.95,1.0
34,93,0.95,1.0
34,94,0.95,0.0
34,95,0.95,1.0
34,96,0.95,1.0
34,97,0.95,1.0
34,98,0.95,0.0
34,99,0.95,1.0
34,100,0.95,0.7815
35,1,0.16,0.0
35,2,0.16,1.1261
35,3,0.42,0.5562
35,4,0.42,1.0376
35,5,0.62,0.5246
35,6,0.61,1.0
35,7,0.69,0.4884
35,8,0.71,0.0
35,9,0.74,0.0
35,10,0.74,1.0
35,11,0.77,0.0
35,12,0.78,0.3862
35,13,0.79,0.3277
35,14,0.84,0.3192
35,15,0.85,0.3107
35,16,0.85,1.0
35,17,0.86,0.0
35,18,0.89,0.0
35,19,0.89,1.0
35,20,0.91,0.2895
35,21,0.95,0.0
35,22,0.95,0.7805
35,23,0.95,0.0
35,24,0.95,1.0
35,25,0.95,1.0
35,26,0.95,1.0
35,27,0.95,0.0
35,28,0.95,1.0
35,29,0.95,1.0
35,30,0.95,1.0
35,31,0.95,0.0
35,32,0.95,1.0
35,33,0.95,0.0
35,34,0.95,0.781
35,35,0.95,0.0
35,36,0.95,1.0
35,37,0.95,0.0
35,38,0.95,1.0
35,39,0.95,0.0
35,40,0.95,1.0
35,41,0.95,0.0
35,42,0.95,0.0
35,43,0.95,1.0
35,44,0.95,0.0
35,45,0.95,1.0
35,46,0.95,1.0
35,47,0.95,0.0
35,48,0.95,1.0
35,49,0.95,0.7805
35,50,0.95,1.0
35,51,0.95,1.0
35,52,0.95,1.0
35,53,0.95,1.0
35,54,0.95,1.0
35,55,0.95,1.0
35,56,0.95,0.0
35,57,0.95,1.0
35,58,0.95,1.0
35,59,0.95,1.0
35,60,0.95,1.0
35,61,0.95,0.7795
35,62,0.95,0.782
35,63,0.95,0.0
35,64,0.95,1.0
35,65,0.95,1.0
35,66,0.95,0.0
35,67,0.95,0.0
35,68,0.95,1.0
35,69,0.95,0.0
35,70,0.95,0.0
35,71,0.95,0.0
35,72,0.95,0.781
35,73,0.95,0.0
35,74,0.95,0.0
35,75,0.95,1.0
35,76,0.95,1.0
35,77,0.95,1.0
35,78,0.95,0.0
35,79,0.95,0.78
35,80,0.95,0.0
35,81,0.95,0.0
35,82,0.95,0.0
35,83,0.95,0.7805
35,84,0.95,0.783
35,85,0.95,1.0
35,86,0.95,0.0
35,87,0.95,1.0
35,88,0.95,0.0
35,89,0.95,1.0
35,90,0.95,0.0
35,91,0.95,1.0
35,92,0.95,0.778
35,93,0.95,0.0
35,94,0.95,0.7795
35,95,0.95,0.78
35,96,0.95,0.0
35,97,0.95,0.0
35,98,0.95,0.0
35,99,0.95,0.0
35,100,0.95,0.779
36,1,0.13,0.0
36,2,0.13,1.0
36,3,0.19,0.6377
36,4,0.19,1.0
36,5,0.17,1.0
36,6,0.16,1.0
36,7,0.09,1.5341
36,8,0.07,1.0
36,9,0.05,1.0
36,10,0.04,1.0
36,11,0.04,1.0
36,12,0.01,1.0
36,13,0.0,1.0
36,14,0.0,1.0
36,15,0.0,1.0
36,16,0.0,1.0
36,17,0.0,1.0
36,18,0.0,1.0
36,19,0.0,1.5
36,20,0.0,1.5
36,21,0.0,1.5
36,22,0.0,1.5
36,23,0.0,1.0
36,24,0.0,1.0
36,25,0.0,1.0
36,26,0.0,1.5
36,27,0.0,1.0
36,28,0.0,1.5
36,29,0.0,1.5
36,30,0.0,1.5
36,31,0.0,1.5
36,32,0.0,1.0
36,33,0.0,1.0
36,34,0.0,1.0
36,35,0.0,1.0
36,36,0.0,1.0
36,37,0.0,1.5
36,38,0.0,1.0
36,39,0.0,1.5
36,40,0.0,1.5
36,41,0.0,1.0
36,42,0.0,1.0
36,43,0.0,1.0
36,44,0.0,1.0
36,45,0.0,1.0
36,46,0.0,1.0
36,47,0.0,1.5
36,48,0.0,1.5
36,49,0.0,1.5
36,50,0.0,1.5
36,51,0.0,1.5
36,52,0.0,1.0
36,53,0.0,1.0
36,54,0.0,1.5
36,55,0.0,1.0
36,56,0.0,1.5
36,57,0.0,1.5
36,58,0.0,1.0
36,59,0.0,1.5
36,60,0.0,1.5
36,61,0.0,1.0
36,62,0.0,1.5
36,63,0.0,1.0
36,64,0.0,1.0
36,65,0.0,1.0
36,66,0.0,1.5
36,67,0.0,1.5
36,68,0.0,1.0
36,69,0.0,1.5
36,70,0.0,1.5
36,71,0.0,1.0
36,72,0.0,1.5
36,73,0.0,1.5
36,74,0.0,1.0
36,75,0.0,1.0
36,76,0.0,1.5
36,77,0.0,1.5
36,78,0.0,1.5
36,79,0.0,1.5
36,80,0.0,1.5
36,81,0.0,1.5
36,82,0.0,1.0
36,83,0.0,1.0
36,84,0.0,1.5
36,85,0.0,1.5
36,86,0.0,1.5
36,87,0.0,1.5
36,88,0.0,1.5
36,89,0.0,1.5
36,90,0.0,1.5
36,91,0.0,1.5
36,92,0.0,1.0
36,93,0.0,1.0
36,94,0.0,1.0
36,95,0.0,1.5
36,96,0.0,1.0
36,97,0.0,1.0
36,98,0.0,1.0
36,99,0.0,1.5
36,100,0.0,1.0
37,1,0.14,0.0
37,2,0.14,1.1821
37,3,0.33,0.7058
37,4,0.33,1.0
37,5,0.34,1.0
37,6,0.33,1.3311
37,7,0.26,1.3579
37,8,0.25,1.0
37,9,0.21,1.4086
37,10,0.2,1.4421
37,11,0.14,1.0
37,12,0.13,1.4675
37,13,0.13,1.0
37,14,0.11,1.495
37,15,0.06,1.0
37,16,0.04,1.0
37,17,0.02,1.0
37,18,0.0,1.517
37,19,0.0,1.0
37,20,0.0,1.5
37,21,0.0,1.0
37,22,0.0,1.5
37,23,0.0,1.5
37,24,0.0,1.0
37,25,0.0,1.5
37,26,0.0,1.0
37,27,0.0,1.0
37,28,0.0,1.5
37,29,0.0,1.0
37,30,0.0,1.5
37,31,0.0,1.5
37,32,0.0,1.5
37,33,0.0,1.5
37,34,0.0,1.5
37,35,0.0,1.0
37,36,0.0,1.0
37,37,0.0,1.0
37,38,0.0,1.0
37,39,0.0,1.0
37,40,0.0,1.5
37,41,0.0,1.0
37,42,0.0,1.5
37,43,0.0,1.0
37,44,0.0,1.5
37,45,0.0,1.0
37,46,0.0,1.0
37,47,0.0,1.5
37,48,0.0,1.0
37,49,0.0,1.0
37,50,0.0,1.5
37,51,0.0,1.5
37,52,0.0,1.5
37,53,0.0,1.0
37,54,0.0,1.5
37,55,0.0,1.5
37,56,0.0,1.5
37,57,0.0,1.5
37,58,0.0,1.0
37,59,0.0,1.5
37,60,0.0,1.0
37,61,0.0,1.5
37,62,0.0,1.0
37,63,0.0,1.0
37,64,0.0,1.0
37,65,0.0,1.0
37,66,0.0,1.5
37,67,0.0,1.5
37,68,0.0,1.0
37,69,0.0,1.0
37,70,0.0,1.0
37,71,0.0,1.0
37,72,0.0,1.5
37,73,0.0,1.5
37,74,0.0,1.5
37,75,0.0,1.0
37,76,0.0,1.5
37,77,0.0,1.5
37,78,0.0,1.5
37,79,0.0,1.0
37,80,0.0,1.0
37,81,0.0,1.0
37,82,0.0,1.5
37,83,0.0,1.5
37,84,0.0,1.5
37,85,0.0,1.5
37,86,0.0,1.5
37,87,0.0,1.5
37,88,0.0,1.5
37,89,0.0,1.0
37,90,0.0,1.5
37,91,0.0,1.5
37,92,0.0,1.0
37,93,0.0,1.5
37,94,0.0,1.5
37,95,0.0,1.5
37,96,0.0,1.5
37,97,0.0,1.0
37,98,0.0,1.5
37,99,0.0,1.5
37,100,0.0,1.0
38,1,0.13,0.0
38,2,0.13,1.2864
38,3,0.24,0.0
38,4,0.24,1.3008
38,5,0.21,1.3747
38,6,0.19,1.3922
38,7,0.13,1.0
38,8,0.13,1.4601
38,9,0.09,1.5125
38,10,0.08,1.0
38,11,0.04,1.0
38,12,0.03,1.0
38,13,0.02,1.0
38,14,0.01,1.0
38,15,0.0,1.0
38,16,0.0,1.0
38,17,0.0,1.0
38,18,0.0,1.5
38,19,0.0,1.5
38,20,0.0,1.0
38,21,0.0,1.0
38,22,0.0,1.0
38,23,0.0,1.0
38,24,0.0,1.5
38,25,0.0,1.5
38,26,0.0,1.5
38,27,0.0,1.5
38,28,0.0,1.0
38,29,0.0,1.5
38,30,0.0,1.5
38,31,0.0,1.0
38,32,0.0,1.5
38,33,0.0,1.0
38,34,0.0,1.5
38,35,0.0,1.5
38,36,0.0,1.5
38,37,0.0,1.0
38,38,0.0,1.0
38,39,0.0,1.5
38,40,0.0,1.5
38,41,0.0,1.0
38,42,0.0,1.5
38,43,0.0,1.5
38,44,0.0,1.5
38,45,0.0,1.0
38,46,0.0,1.0
38,47,0.0,1.5
38,48,0.0,1.5
38,49,0.0,1.5
38,50,0.0,1.0
38,51,0.0,1.0
38,52,0.0,1.5
38,53,0.0,1.0
38,54,0.0,1.0
38,55,0.0,1.0
38,56,0.0,1.0
38,57,0.0,1.5
38,58,0.0,1.0
38,59,0.0,1.5
38,60,0.0,1.0
38,61,0.0,1.0
38,62,0.0,1.5
38,63,0.0,1.5
38,64,0.0,1.5
38,65,0.0,1.5
38,66,0.0,1.0
38,67,0.0,1.5
38,68,0.0,1.5
38,69,0.0,1.0
38,70,0.0,1.0
38,71,0.0,1.5
38,72,0.0,1.0
38,73,0.0,1.5
38,74,0.0,1.0
38,75,0.0,1.5
38,76,0.0,1.0
38,77,0.0,1.0
38,78,0.0,1.0
38,79,0.0,1.5
38,80,0.0,1.5
38,81,0.0,1.0
38,82,0.0,1.0
38,83,0.0,1.5
38,84,0.0,1.0
38,85,0.0,1.5
38,86,0.0,1.0
38,87,0.0,1.0
38,88,0.0,1.5
38,89,0.0,1.5
38,90,0.0,1.0
38,91,0.0,1.5
38,92,0.0,1.5
38,93,0.0,1.5
38,94,0.0,1.0
38,95,0.0,1.0
38,96,0.0,1.0
38,97,0.0,1.0
38,98,0.0,1.0
38,99,0.0,1.0
38,100,0.0,1.0
39,1,0.18,0.0
39,2,0.18,1.014
39,3,0.52,0.3363
39,4,0.52,0.8093
39,5,0.62,0.0
39,6,0.68,0.2062
39,7,0.74,0.0
39,8,0.82,0.068
39,9,0.86,0.0
39,10,0.85,0.7733
39,11,0.87,0.0
39,12,0.9,0.0
39,13,0.9,1.0
39,14,0.91,0.0
39,15,0.93,0.0
39,16,0.93,0.0
39,17,0.94,0.0
39,18,0.94,1.0
39,19,0.95,0.0
39,20,0.95,1.0
39,21,0.95,1.0
39,22,0.95,1.0
39,23,0.95,1.0
39,24,0.95,0.0
39,25,0.95,1.0
39,26,0.95,1.0
39,27,0.95,1.0
39,28,0.95,1.0
39,29,0.95,1.0
39,30,0.95,0.0
39,31,0.95,0.779
39,32,0.95,0.0
39,33,0.95,0.0
39,34,0.95,1.0
39,35,0.95,0.0
39,36,0.95,0.7315
39,37,0.95,1.0
39,38,0.95,1.0
39,39,0.95,0.7315
39,40,0.95,1.0
39,41,0.95,0.0
39,42,0.95,0.0
39,43,0.95,1.0
39,44,0.95,1.0
39,45,0.95,1.0
39,46,0.95,1.0
39,47,0.95,1.0
39,48,0.95,0.0
39,49,0.95,0.0
39,50,0.95,0.0
39,51,0.95,0.781
39,52,0.95,0.0
39,53,0.95,1.0
39,54,0.95,1.0
39,55,0.95,0.0
39,56,0.95,1.0
39,57,0.95,1.0
39,58,0.95,1.0
39,59,0.95,1.0
39,60,0.95,1.0
39,61,0.95,1.0
39,62,0.95,0.0
39,63,0.95,1.0
39,64,0.95,1.0
39,65,0.95,0.0
39,66,0.95,1.0
39,67,0.95,0.0
39,68,0.95,0.0
39,69,0.95,0.7785
39,70,0.95,1.0
39,71,0.95,0.0
39,72,0.95,1.0
39,73,0.95,1.0
39,74,0.95,0.731
39,75,0.95,0.0
39,76,0.95,0.0
39,77,0.95,0.7785
39,78,0.95,0.731
39,79,0.95,0.7305
39,80,0.95,0.783
39,81,0.95,0.0
39,82,0.95,0.73
39,83,0.95,0.7805
39,84,0.95,0.0
39,85,0.95,1.0
39,86,0.95,1.0
39,87,0.95,0.7785
39,88,0.95,0.0
39,89,0.95,0.0
39,90,0.95,0.0
39,91,0.95,0.731
39,92,0.95,0.0
39,93,0.95,1.0
39,94,0.95,1.0
39,95,0.95,0.0
39,96,0.95,0.0
39,97,0.95,0.73
39,98,0.95,0.732
39,99,0.95,0.729
39,100,0.95,1.0
40,1,0.15,0.0
40,2,0.15,1.1059
40,3,0.25,0.621
40,4,0.32,0.6373
40,5,0.33,0.6549
40,6,0.35,0.6749
40,7,0.34,1.3101
40,8,0.32,1.0
40,9,0.3,1.3986
40,10,0.26,1.0
40,11,0.25,1.4202
40,12,0.24,1.0
40,13,0.18,1.0
40,14,0.15,1.4832
40,15,0.13,1.4847
40,16,0.11,1.4937
40,17,0.05,1.0
40,18,0.05,1.4877
40,19,0.02,1.5235
40,20,0.01,1.506
40,21,0.0,1.0
40,22,0.0,1.0
40,23,0.0,1.5
40,24,0.0,1.0
40,25,0.0,1.0
40,26,0.0,1.0
40,27,0.0,1.0
40,28,0.0,1.0
40,29,0.0,1.5
40,30,0.0,1.0
40,31,0.0,1.5
40,32,0.0,1.0
40,33,0.0,1.5
40,34,0.0,1.0
40,35,0.0,1.5
40,36,0.0,1.0
40,37,0.0,1.0
40,38,0.0,1.5
40,39,0.0,1.5
40,40,0.0,1.5
40,41,0.0,1.0
40,42,0.0,1.5
40,43,0.0,1.0
40,44,0.0,1.0
40,45,0.0,1.0
40,46,0.0,1.5
40,47,0.0,1.0
40,48,0.0,1.0
40,49,0.0,1.0
40,50,0.0,1.5
40,51,0.0,1.0
40,52,0.0,1.5
40,53,0.0,1.5
40,54,0.0,1.5
40,55,0.0,1.5
40,56,0.0,1.5
40,57,0.0,1.5
40,58,0.0,1.0
40,59,0.0,1.0
40,60,0.0,1.0
40,61,0.0,1.0
40,62,0.0,1.0
40,63,0.0,1.5
40,64,0.0,1.5
40,65,0.0,1.5
40,66,0.0,1.5
40,67,0.0,1.5
40,68,0.0,1.5
40,69,0.0,1.5
40,70,0.0,1.5
40,71,0.0,1.5
40,72,0.0,1.0
40,73,0.0,1.0
40,74,0.0,1.5
40,75,0.0,1.5
40,76,0.0,1.5
40,77,0.0,1.0
40,78,0.0,1.0
40,79,0.0,1.5
40,80,0.0,1.0
40,81,0.0,1.5
40,82,0.0,1.5
40,83,0.0,1.5
40,84,0.0,1.5
40,85,0.0,1.5
40,86,0.0,1.0
40,87,0.0,1.0
40,88,0.0,1.0
40,89,0.0,1.0
40,90,0.0,1.5
40,91,0.0,1.5
40,92,0.0,1.0
40,93,0.0,1.0
40,94,0.0,1.0
40,95,0.0,1.5
40,96,0.0,1.0
40,97,0.0,1.5
40,98,0.0,1.5
40,99,0.0,1.0
40,100,0.0,1.0
41,1,0.17,0.0
41,2,0.17,1.2207
41,3,0.33,0.6943
41,4,0.33,1.221
41,5,0.34,0.0
41,6,0.3,1.305
41,7,0.27,1.3127
41,8,0.27,1.2472
41,9,0.26,1.2683
41,10,0.22,1.0
41,11,0.19,1.0
41,12,0.17,1.0
41,13,0.12,1.5032
41,14,0.11,1.0
41,15,0.1,1.0
41,16,0.09,1.0
41,17,0.07,1.0
41,18,0.04,1.0
41,19,0.02,1.0
41,20,0.0,1.517
41,21,0.0,1.0
41,22,0.0,1.0
41,23,0.0,1.0
41,24,0.0,1.5
41,25,0.0,1.0
41,26,0.0,1.5
41,27,0.0,1.0
41,28,0.0,1.0
41,29,0.0,1.5
41,30,0.0,1.0
41,31,0.0,1.5
41,32,0.0,1.0
41,33,0.0,1.5
41,34,0.0,1.0
41,35,0.0,1.5
41,36,0.0,1.0
41,37,0.0,1.5
41,38,0.0,1.0
41,39,0.0,1.5
41,40,0.0,1.0
41,41,0.0,1.5
41,42,0.0,1.5
41,43,0.0,1.0
41,44,0.0,1.0
41,45,0.0,1.5
41,46,0.0,1.5
41,47,0.0,1.0
41,48,0.0,1.5
41,49,0.0,1.0
41,50,0.0,1.5
41,51,0.0,1.5
41,52,0.0,1.0
41,53,0.0,1.5
41,54,0.0,1.5
41,55,0.0,1.5
41,56,0.0,1.0
41,57,0.0,1.0
41,58,0.0,1.0
41,59,0.0,1.5
41,60,0.0,1.5
41,61,0.0,1.5
41,62,0.0,1.5
41,63,0.0,1.5
41,64,0.0,1.0
41,65,0.0,1.0
41,66,0.0,1.0
41,67,0.0,1.5
41,68,0.0,1.5
41,69,0.0,1.0
41,70,0.0,1.5
41,71,0.0,1.5
41,72,0.0,1.5
41,73,0.0,1.5
41,74,0.0,1.0
41,75,0.0,1.5
41,76,0.0,1.5
41,77,0.0,1.0
41,78,0.0,1.0
41,79,0.0,1.0
41,80,0.0,1.0
41,81,0.0,1.0
41,82,0.0,1.5
41,83,0.0,1.5
41,84,0.0,1.0
41,85,0.0,1.5
41,86,0.0,1.0
41,87,0.0,1.5
41,88,0.0,1.5
41,89,0.0,1.0
41,90,0.0,1.5
41,91,0.0,1.5
41,92,0.0,1.0
41,93,0.0,1.5
41,94,0.0,1.0
41,95,0.0,1.5
41,96,0.0,1.0
41,97,0.0,1.5
41,98,0.0,1.0
41,99,0.0,1.0
41,100,0.0,1.0
42,1,0.12,0.0
42,2,0.11,1.2527
42,3,0.18,0.7793
42,4,0.18,1.3192
42,5,0.17,1.4187
42,6,0.16,1.4492
42,7,0.1,1.0
42,8,0.09,1.4327
42,9,0.07,1.0
42,10,0.04,1.0
42,11,0.03,1.0
42,12,0.03,1.0
42,13,0.02,1.0
42,14,0.0,1.518
42,15,0.0,1.0
42,16,0.0,1.5
42,17,0.0,1.5
42,18,0.0,1.5
42,19,0.0,1.0
42,20,0.0,1.5
42,21,0.0,1.5
42,22,0.0,1.5
42,23,0.0,1.5
42,24,0.0,1.0
42,25,0.0,1.0
42,26,0.0,1.5
42,27,0.0,1.5
42,28,0.0,1.0
42,29,0.0,1.5
42,30,0.0,1.5
42,31,0.0,1.0
42,32,0.0,1.5
42,33,0.0,1.5
42,34,0.0,1.0
42,35,0.0,1.0
42,36,0.0,1.0
42,37,0.0,1.5
42,38,0.0,1.5
42,39,0.0,1.5
42,40,0.0,1.0
42,41,0.0,1.5
42,42,0.0,1.5
42,43,0.0,1.0
42,44,0.0,1.0
42,45,0.0,1.5
42,46,0.0,1.5
42,47,0.0,1.0
42,48,0.0,1.0
42,49,0.0,1.0
42,50,0.0,1.0
42,51,0.0,1.0
42,52,0.0,1.0
42,53,0.0,1.0
42,54,0.0,1.0
42,55,0.0,1.0
42,56,0.0,1.5
42,57,0.0,1.5
42,58,0.0,1.0
42,59,0.0,1.0
42,60,0.0,1.5
42,61,0.0,1.0
42,62,0.0,1.0
42,63,0.0,1.0
42,64,0.0,1.0
42,65,0.0,1.0
42,66,0.0,1.0
42,67,0.0,1.5
42,68,0.0,1.5
42,69,0.0,1.0
42,70,0.0,1.5
42,71,0.0,1.5
42,72,0.0,1.5
42,73,0.0,1.5
42,74,0.0,1.5
42,75,0.0,1.5
42,76,0.0,1.0
42,77,0.0,1.5
42,78,0.0,1.5
42,79,0.0,1.5
42,80,0.0,1.5
42,81,0.0,1.5
42,82,0.0,1.5
42,83,0.0,1.0
42,84,0.0,1.5
42,85,0.0,1.0
42,86,0.0,1.0
42,87,0.0,1.5
42,88,0.0,1.0
42,89,0.0,1.5
42,90,0.0,1.5
42,91,0.0,1.0
42,92,0.0,1.0
42,93,0.0,1.0
42,94,0.0,1.0
42,95,0.0,1.5
42,96,0.0,1.0
42,97,0.0,1.5
42,98,0.0,1.0
42,99,0.0,1.5
42,100,0.0,1.5
43,1,0.17,0.0
43,2,0.17,1.2028
43,3,0.5,0.6133
43,4,0.51,0.5465
43,5,0.77,0.0
43,6,0.79,0.0
43,7,0.85,0.3144
43,8,0.88,0.3054
43,9,0.88,1.0
43,10,0.88,0.797
43,11,0.9,0.0
43,12,0.91,0.2925
43,13,0.91,0.7875
43,14,0.95,0.0
43,15,0.95,0.0
43,16,0.95,1.0
43,17,0.95,0.0
43,18,0.95,1.0
43,19,0.95,0.0
43,20,0.95,0.0
43,21,0.95,0.0
43,22,0.95,0.0
43,23,0.95,0.7825
43,24,0.95,0.0
43,25,0.95,0.7815
43,26,0.95,0.0
43,27,0.95,0.0
43,28,0.95,1.0
43,29,0.95,1.0
43,30,0.95,1.0
43,31,0.95,1.0
43,32,0.95,0.0
43,33,0.95,1.0
43,34,0.95,0.0
43,35,0.95,0.78
43,36,0.95,0.7795
43,37,0.95,1.0
43,38,0.95,1.0
43,39,0.95,0.0
43,40,0.95,0.779
43,41,0.95,1.0
43,42,0.95,1.0
43,43,0.95,0.0
43,44,0.95,1.0
43,45,0.95,1.0
43,46,0.95,1.0
43,47,0.95,0.783
43,48,0.95,1.0
43,49,0.95,0.0
43,50,0.95,1.0
43,51,0.95,1.0
43,52,0.95,1.0
43,53,0.95,0.0
43,54,0.95,1.0
